"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","hard_hit_percent","whiff_percent","swing_percent"
"White, Evan",657108,2020,".176",".346",".252","91.7","13.7",52.5,38,43.8
"Laureano, Ramón",657656,2020,".213",".366",".338","87.7","12.3",34.4,25,40.2
"Moncada, Yoán",660162,2020,".225",".385",".320","87.8","13.9",33.1,30.5,43.1
"Acuña Jr., Ronald",660670,2020,".250",".581",".406","92.3","18.1",56,29.9,40.5
"Riley, Austin",663586,2020,".239",".415",".301","91","13.6",42.9,30.1,54.2
"Tucker, Kyle",663656,2020,".268",".512",".325","91.1","14.9",44.5,22.5,50.5
"Grisham, Trent",663757,2020,".251",".456",".352","88.3","13.5",41.8,24.2,38.3
"Happ, Ian",664023,2020,".258",".505",".361","91.1","9",48.5,35.7,43.5
"Lowe, Brandon",664040,2020,".269",".554",".362","89.8","18.1",43.1,35.7,46.9
"Fletcher, David",664058,2020,".319",".425",".376","84.7","4.1",17.8,8.6,37.2
"Tatis Jr., Fernando",665487,2020,".277",".571",".366","95.9","8.7",62.2,28.2,47
"Guerrero Jr., Vladimir",665489,2020,".262",".462",".329","92.5","4.6",50.8,24.7,47.9
"Soto, Juan",665742,2020,".351",".695",".490","92.1","4.3",51.6,21.4,36.2
"Gurriel Jr., Lourdes",666971,2020,".308",".534",".348","90.8","10.5",49.4,26.3,51.2
"Reynolds, Bryan",668804,2020,".189",".357",".275","87.5","10.2",38.3,27.7,46.8
"Edman, Tommy",669242,2020,".250",".368",".317","86.5","8.2",33.5,19,42.7
"Solak, Nick",669256,2020,".268",".344",".326","89.9","9.4",40.4,19.1,43.8
"Hiura, Keston",669374,2020,".212",".410",".297","87.4","14.3",39.6,42.7,50.1
"Lopez, Nicky",670032,2020,".201",".266",".286","84.9","1.4",26.7,21,44.6
"Robert Jr., Luis",673357,2020,".233",".436",".302","87.9","16.7",40.5,41.5,57.6
"Cabrera, Miguel",408234,2021,".256",".386",".316","91.4","10",49,25.8,49.4
"Cruz Jr., Nelson",443558,2021,".265",".497",".334","92.9","11.8",52.5,30.7,51
"Peralta, David",444482,2021,".259",".402",".325","89.3","5.3",41.8,21.3,46.5
"Blackmon, Charlie",453568,2021,".270",".411",".351","87.6","10.2",38.5,20.2,47.3
"McCutchen, Andrew",457705,2021,".222",".444",".334","88.8","14.6",39.5,25.9,41.7
"Turner, Justin",457759,2021,".278",".471",".361","90.9","19.2",42.4,17.7,44.5
"Votto, Joey",458015,2021,".266",".563",".375","92.9","18.2",53.2,29.4,43.9
"Andrus, Elvis",462101,2021,".243",".320",".294","87.8","8.1",34.8,19.6,48.9
"Santana, Carlos",467793,2021,".214",".342",".319","89.9","12.9",41.9,22.3,43.4
"Lowrie, Jed",476704,2021,".245",".398",".318","90.7","16.4",45.9,24.2,46.7
"Brantley Jr., Michael",488726,2021,".311",".437",".362","89.5","9.9",42.9,10.9,45.6
"Gurriel Jr., Yuli",493329,2021,".319",".462",".383","89.8","13.4",42,13.9,42.8
"Rojas, Miguel",500743,2021,".265",".392",".322","86.2","11.5",32.9,19.3,45.7
"Escobar, Eduardo",500871,2021,".253",".472",".314","87","20.8",34.5,23.9,49.5
"Pham, Tommy",502054,2021,".229",".383",".340","90.8","7.6",47.6,23.6,38.2
"Martinez, J.D.",502110,2021,".286",".518",".349","92.1","16.9",49.4,29.2,54.2
"Goldschmidt, Paul",502671,2021,".294",".514",".365","92.6","17.1",50.6,24.9,44.2
"Altuve, Jose",514888,2021,".278",".489",".350","87.7","15.6",35,15.9,47.4
"Hernández, César",514917,2021,".232",".386",".308","87.4","10.7",33.2,22,47.1
"Segura, Jean",516416,2021,".290",".436",".348","87.2","5.8",37.4,17.3,48.7
"Marte, Starling",516782,2021,".310",".458",".383","87.6","4.6",39.6,24.6,49.5
"Donaldson, Josh",518626,2021,".247",".475",".352","94.1","14.6",52.7,27.6,45.2
"Freeman, Freddie",518692,2021,".300",".503",".393","91.4","12",46.1,21,51.2
"LeMahieu, DJ",518934,2021,".268",".362",".349","90.6","5",43.5,14.4,41.4
"Rizzo, Anthony",519203,2021,".248",".440",".344","90.1","14.8",41.1,20.8,46.5
"Stanton, Giancarlo",519317,2021,".273",".516",".354","95.1","10.3",56.3,32.6,44.2
"Perez, Salvador",521692,2021,".273",".544",".316","93","15.9",56.2,33.7,58.9
"García, Avisaíl",541645,2021,".262",".490",".330","90.4","9.3",46.4,33.7,58.1
"Villar, Jonathan",542340,2021,".249",".416",".322","88","7",34.9,30.1,49.9
"Aguilar, Jesús",542583,2021,".261",".459",".329","89.6","19",41,25.9,44.8
"Crawford, Brandon",543063,2021,".298",".522",".373","88.8","14.7",43.3,29.3,51.7
"Cron, C.J.",543068,2021,".281",".530",".375","88.8","15.8",42,27.4,47.1
"Grossman, Robbie",543257,2021,".239",".415",".357","87.8","21.1",34.1,21.6,38.4
"Harrison, Josh",543281,2021,".279",".400",".341","87.2","14.5",32.6,18.8,55.4
"Hosmer, Eric",543333,2021,".269",".395",".337","90.5","3.3",47,22.9,48.3
"Semien, Marcus",543760,2021,".265",".538",".334","89.7","20.3",41.3,21.5,45.1
"Grichuk, Randal",545341,2021,".241",".423",".281","89.8","16.1",41.1,23.2,52.3
"Harper, Bryce",547180,2021,".309",".615",".429","92.5","13.3",49.7,32,47.5
"Abreu, José",547989,2021,".261",".481",".351","92","10.4",49.3,27.7,48.4
"Suárez, Eugenio",553993,2021,".198",".428",".286","89.1","18.3",39.8,29.5,42.7
"Schoop, Jonathan",570731,2021,".278",".435",".320","88.1","10.8",40.2,24.7,52.5
"Arenado, Nolan",571448,2021,".255",".494",".312","89","20",37.5,18.5,46.8
"Farmer, Kyle",571657,2021,".263",".416",".316","87.2","15.8",31.9,20,49.9
"Haniger, Mitch",571745,2021,".253",".485",".318","89.3","14.8",45.1,29.8,46.6
"Hernández, Enrique",571771,2021,".250",".449",".337","90.8","17.9",43.2,23.5,44.6
"Muncy, Max",571970,2021,".249",".527",".368","91.2","15.2",46.6,23.4,37.6
"Seager, Kyle",572122,2021,".212",".438",".285","89","19.5",40.1,29.7,49.6
"Taylor, Michael A.",572191,2021,".244",".356",".297","89.4","12.1",40.2,31.2,51.9
"Yastrzemski, Mike",573262,2021,".224",".457",".311","89.5","19.4",39.3,24.2,45.9
"Iglesias, Jose",578428,2021,".271",".391",".309","85.4","11.5",28.6,18.9,55
"Bryant, Kris",592178,2021,".265",".481",".353","88.2","15.1",40,28,48.7
"Canha, Mark",592192,2021,".231",".387",".358","87.3","13.5",35.4,21.5,40.5
"Castellanos, Nick",592206,2021,".309",".576",".362","89.8","14",46.9,30.7,55
"Judge, Aaron",592450,2021,".287",".544",".373","95.8","11.6",58.4,29.1,42.5
"Machado, Manny",592518,2021,".278",".489",".347","93.1","14",52.2,23,48
"Realmuto, J.T.",592663,2021,".263",".439",".343","89.6","11.5",44.7,27,49.5
"Renfroe, Hunter",592669,2021,".259",".501",".315","90.1","15.6",44.3,25.9,48.2
"Merrifield, Whit",593160,2021,".277",".395",".317","86.9","14.1",28.8,18.3,50
"Bogaerts, Xander",593428,2021,".295",".493",".370","89.6","12.5",43,22,45.7
"Polanco, Jorge",593871,2021,".269",".503",".323","89.4","19.3",37.4,19.7,49.5
"Sanó, Miguel",593934,2021,".223",".466",".312","93.4","17.6",55.9,38.2,44.6
"Duvall, Adam",594807,2021,".228",".491",".281","89.8","23.6",43.9,29.3,50
"Báez, Javier",595879,2021,".265",".494",".319","90.1","10.6",45.2,40.6,56.9
"Lindor, Francisco",596019,2021,".230",".412",".322","90.7","14.4",44.1,23.2,47.4
"Story, Trevor",596115,2021,".251",".471",".329","90.6","17.5",42.6,27.4,50.8
"Candelario, Jeimer",600869,2021,".271",".443",".351","88.7","12.6",39.1,23.5,47.6
"Bell, Josh",605137,2021,".261",".476",".347","92.5","4.9",52,24.1,46.7
"Betts, Mookie",605141,2021,".264",".487",".367","90.3","18.9",41,16.8,40.4
"Tapia, Raimel",606132,2021,".273",".372",".327","85.7","-4.4",31.5,14.7,51.2
"Hernández, Teoscar",606192,2021,".296",".524",".346","91.8","13.1",49,31.8,51.8
"Turner, Trea",607208,2021,".328",".536",".375","89.6","11.4",46.2,23,49.2
"Ramírez, José",608070,2021,".266",".538",".355","90","18.2",42.4,14.9,43
"Gallo, Joey",608336,2021,".199",".458",".351","91.5","22.7",45.8,38.8,40.4
"Swanson, Dansby",621020,2021,".248",".449",".311","89.3","14.1",42.7,30.4,48.1
"Newman, Kevin",621028,2021,".226",".309",".265","85.3","9.9",26,12.1,44.9
"Taylor, Chris",621035,2021,".254",".438",".344","88.2","17.4",38.1,32.8,45.6
"Correa, Carlos",621043,2021,".279",".485",".366","90.2","12.1",42.7,20.9,42.1
"Olson, Matt",621566,2021,".271",".540",".371","91.6","16.2",48.8,23.1,47
"Alonso, Pete",624413,2021,".262",".519",".344","91","14.7",47.3,24.9,49.3
"Frazier, Adam",624428,2021,".305",".411",".368","85.4","12.6",25.2,12.4,47.6
"Soler, Jorge",624585,2021,".223",".432",".316","91.2","15.7",47,29.2,44.8
"Cronenworth, Jake",630105,2021,".266",".460",".340","88.6","12.5",35,13.7,43.2
"Meadows, Austin",640457,2021,".234",".458",".315","89.3","21.7",37.9,24.4,46.7
"Anderson, Tim",641313,2021,".309",".469",".338","89.6","4.3",42.3,25.9,57.8
"Crawford, J.P.",641487,2021,".273",".376",".338","86.3","9.8",30.6,15.5,44.2
"Dozier, Hunter",641531,2021,".216",".394",".285","89.9","15.8",42.2,32.4,48.8
"Mancini III, Trey",641820,2021,".255",".432",".326","88.9","9.7",42,29.6,47
"McMahon, Ryan",641857,2021,".254",".449",".331","90.5","14.3",43.5,29.2,48.8
"O'Neill, Tyler",641933,2021,".286",".560",".352","93","17.8",52.2,34.7,49.8
"Rosario, Amed",642708,2021,".282",".409",".321","88.8","5.5",43.5,24.8,48.9
"Adames, Willy",642715,2021,".262",".481",".337","89.5","16.8",44.7,32.6,48.9
"Benintendi, Andrew",643217,2021,".276",".442",".324","89.6","15.4",43.2,22.5,52.5
"Kiner-Falefa, Isiah",643396,2021,".271",".357",".312","85.5","5.4",28.8,14.5,46.5
"Albies, Ozzie",645277,2021,".259",".488",".310","89.6","21.1",37.2,24.9,56.8
"Devers, Rafael",646240,2021,".279",".538",".352","92.9","13.1",51.8,27.7,53.6
"Urías, Luis",649966,2021,".249",".445",".345","87.9","14.2",40.5,22.8,46.3
"Torres, Gleyber",650402,2021,".259",".366",".331","87.1","14.2",35.7,26.3,46.7
"Díaz, Yandy",650490,2021,".256",".387",".353","89.9","6.6",40.6,19.3,42.6
"Chapman, Matt",656305,2021,".210",".403",".314","89.7","18.6",41.7,32.7,44.6
"Mullins II, Cedric",656775,2021,".291",".518",".360","89.4","14.8",39.4,20.8,46.3
"Smith, Pavin",656976,2021,".267",".404",".328","87.2","9",42.7,17.3,42.1
"Verdugo, Alex",657077,2021,".289",".426",".351","90","7.7",43.3,17.7,44.7
"Moncada, Yoán",660162,2021,".263",".412",".375","90.1","11.3",41.2,28.1,42.6
"Ohtani, Shohei",660271,2021,".257",".592",".372","93.6","16.6",53.6,35.1,45.8
"Riley, Austin",663586,2021,".303",".531",".367","90.1","14.2",45.6,28.3,50.2
"Mountcastle, Ryan",663624,2021,".255",".487",".309","89.1","16.3",39.7,31.6,55.1
"Tucker, Kyle",663656,2021,".294",".557",".359","91.4","17.6",47.5,20.3,52.5
"India, Jonathan",663697,2021,".269",".459",".376","87.6","13.1",38.6,25.1,39
"Grisham, Trent",663757,2021,".242",".413",".327","88.8","12.3",36.8,21.7,40.5
"Lowe, Nathaniel",663993,2021,".264",".415",".357","90.8","5",45.5,23.5,44.7
"Happ, Ian",664023,2021,".226",".434",".323","89.5","9.9",41.3,32.3,43.9
"France, Ty",664034,2021,".291",".445",".368","88.5","11",38.9,19.1,50.3
"Lowe, Brandon",664040,2021,".247",".523",".340","89.3","16.9",43.1,32.8,52.5
"Fletcher, David",664058,2021,".262",".324",".297","82.3","8.2",15.7,9.5,46.5
"Straw, Myles",664702,2021,".271",".348",".349","87.1","11.9",26.2,13.6,40.4
"Walsh, Jared",665120,2021,".277",".509",".340","89.6","7.6",41.3,26.1,49.3
"Tatis Jr., Fernando",665487,2021,".282",".611",".364","93.9","13.8",55.6,34.8,51.5
"Guerrero Jr., Vladimir",665489,2021,".311",".601",".401","95.1","9.4",55.2,27.8,47.3
"Soto, Juan",665742,2021,".313",".534",".465","93","5.8",52.7,20,35
"Chisholm Jr., Jazz",665862,2021,".248",".425",".303","90.2","9",42,29.9,47.2
"Bichette, Bo",666182,2021,".298",".484",".343","91.4","7.3",47.5,22.3,57.8
"Carlson, Dylan",666185,2021,".266",".437",".343","88.2","15.1",31.1,27.9,45
"García, Adolis",666969,2021,".243",".454",".286","91","14.7",45.5,34.2,54.1
"Gurriel Jr., Lourdes",666971,2021,".276",".466",".319","89.7","10.5",43,24.2,50.9
"Arozarena, Randy",668227,2021,".274",".459",".356","89.9","7.6",42.3,32.6,44.2
"Reynolds, Bryan",668804,2021,".302",".522",".390","89.4","13.4",40.8,23.9,48.9
"Rojas, Josh",668942,2021,".264",".411",".341","88.2","8.4",31.1,23.6,42.2
"Edman, Tommy",669242,2021,".262",".387",".308","87.5","9.5",35.1,14.9,47.4
"Solak, Nick",669256,2021,".242",".362",".314","86.9","7",33.5,24.8,46
"Hays, Austin",669720,2021,".256",".461",".308","88.8","12.5",39.2,24.6,46.4
"Lopez, Nicky",670032,2021,".300",".378",".365","86.8","2.8",26.9,15.7,45.1
"Alvarez, Yordan",670541,2021,".277",".531",".346","93.2","14.1",54.2,22.7,43.1
"Cruz Jr., Nelson",443558,2022,".234",".337",".313","90.9","7.2",46.1,32,50.8
"Blackmon, Charlie",453568,2022,".264",".419",".314","86.2","12.4",30.6,21.4,51.5
"McCutchen, Andrew",457705,2022,".237",".384",".316","89.1","13.2",40,24.2,44.9
"Turner, Justin",457759,2022,".278",".438",".350","89.5","18.4",40.6,20.3,48.2
"Andrus, Elvis",462101,2022,".249",".404",".303","87.9","11.9",34.8,21.4,45.6
"Santana, Carlos",467793,2022,".202",".376",".316","90.7","15.4",44.9,21.3,42.6
"Gurriel Jr., Yuli",493329,2022,".242",".360",".288","88.2","14.6",35.6,14.3,48.5
"Rojas, Miguel",500743,2022,".236",".323",".283","86.1","10.1",27.1,15.8,47.9
"Escobar, Eduardo",500871,2022,".240",".430",".295","88.3","20.6",37.6,27.7,52.4
"Pham, Tommy",502054,2022,".236",".374",".312","92.2","7.7",48.5,26,42
"Martinez, J.D.",502110,2022,".274",".448",".341","89.1","14.1",41.7,30.1,51.9
"Goldschmidt, Paul",502671,2022,".317",".578",".404","90.8","15.7",47.4,26.8,41.7
"Altuve, Jose",514888,2022,".300",".533",".387","85.9","16.1",29.7,16.3,44.3
"Hernández, César",514917,2022,".248",".318",".311","84.8","9.3",29.7,21,47.5
"Marte, Starling",516782,2022,".292",".468",".347","86.8","7.5",33.9,24.3,49.8
"Donaldson, Josh",518626,2022,".222",".374",".308","90.7","12",43.3,33.3,47.3
"Freeman, Freddie",518692,2022,".325",".511",".407","91.3","13.6",47.8,19.5,49.3
"LeMahieu, DJ",518934,2022,".261",".377",".357","89.2","3",41.1,15.7,39.5
"Rizzo, Anthony",519203,2022,".224",".480",".338","89.4","19.3",41,22.8,46.1
"Flores, Wilmer",527038,2022,".229",".394",".316","87.8","20.7",35.4,18.9,45.6
"Ozuna, Marcell",542303,2022,".226",".413",".274","89.4","16.5",43.8,28.7,49.4
"Aguilar, Jesús",542583,2022,".235",".379",".281","87.7","19.1",36,27,49.5
"Cron, C.J.",543068,2022,".257",".468",".315","88.7","14.2",42.3,24.3,47.7
"Semien, Marcus",543760,2022,".248",".429",".304","87.3","19.9",34.9,20.6,47.2
"Springer III, George",543807,2022,".267",".472",".342","88.7","13.9",42.3,28.2,50.9
"Grichuk, Randal",545341,2022,".259",".425",".299","90","8.7",43.6,24.7,50.6
"Abreu, José",547989,2022,".304",".446",".378","92.2","8",51.8,23.2,47.3
"Suárez, Eugenio",553993,2022,".236",".459",".332","89.8","19.9",43.5,33.1,41.8
"Urshela, Gio",570482,2022,".285",".429",".338","88.9","11.8",37.6,21.4,53.1
"Schoop, Jonathan",570731,2022,".202",".322",".239","87","9.7",38.6,28.2,55.5
"Arenado, Nolan",571448,2022,".293",".533",".358","88.8","21.7",38.9,19.1,48.4
"Farmer, Kyle",571657,2022,".255",".386",".315","85.5","12.7",33.8,19.4,50.3
"Muncy, Max",571970,2022,".196",".384",".329","90.3","20.9",45.6,26.1,38.6
"Pollock, AJ",572041,2022,".245",".389",".292","88.8","11.6",42,24.7,53.6
"Voit III, Luke",572228,2022,".226",".402",".308","89.8","18.4",44.3,37.6,52
"Walker, Christian",572233,2022,".242",".477",".327","90","17",44,24.6,44.7
"Yastrzemski, Mike",573262,2022,".214",".392",".305","89.9","19.9",42.5,22.7,42.9
"Canha, Mark",592192,2022,".266",".403",".367","87.7","10.9",36.6,22.2,42.9
"Castellanos, Nick",592206,2022,".263",".389",".305","87.5","14.6",35.1,32.2,57
"Drury, Brandon",592273,2022,".263",".492",".320","89.1","13.8",42.2,21.5,45.9
"Judge, Aaron",592450,2022,".311",".686",".425","95.9","15",61.8,29.8,42.7
"Machado, Manny",592518,2022,".298",".531",".366","91.5","16",49,24.9,50.8
"Realmuto, J.T.",592663,2022,".276",".478",".342","90.3","13.1",47.2,25.7,49
"Renfroe, Hunter",592669,2022,".255",".492",".315","90.5","17.7",43.6,27,47.8
"Yelich, Christian",592885,2022,".252",".383",".355","91.5","3.6",48.6,25.1,43.2
"Merrifield, Whit",593160,2022,".250",".375",".298","87.1","15.1",31.1,19.4,50.9
"Bogaerts, Xander",593428,2022,".307",".456",".377","88.1","10.2",39.5,24.8,45.7
"Profar, Jurickson",595777,2022,".243",".391",".331","87.5","12.9",34.3,18.8,43.6
"Báez, Javier",595879,2022,".238",".393",".278","87.9","9.6",38,35.8,55.8
"Lindor, Francisco",596019,2022,".270",".449",".339","89.3","13.8",41.3,22.9,47.8
"Bell, Josh",605137,2022,".266",".422",".362","88.9","8.4",40.8,21.7,45.3
"Betts, Mookie",605141,2022,".269",".533",".340","90.5","18.6",44.9,16.5,44.2
"Hernández, Teoscar",606192,2022,".267",".491",".316","92.6","11.6",53.3,35.1,48.8
"Marte, Ketel",606466,2022,".240",".407",".321","90.1","13.5",41.9,20.7,46.1
"Nimmo, Brandon",607043,2022,".274",".433",".367","89.4","6.1",39.8,19.6,43.8
"Turner, Trea",607208,2022,".298",".466",".343","88.9","10.2",41.6,26.3,51.2
"Ramírez, José",608070,2022,".280",".514",".355","87.7","20.7",36.9,15.3,46.3
"Bregman, Alex",608324,2022,".259",".454",".366","88.9","19.5",37.8,14.9,40.3
"Seager, Corey",608369,2022,".245",".455",".317","91.1","13.6",45.5,26.5,54.5
"Winker, Jesse",608385,2022,".219",".344",".344","87.7","16.8",34.3,19.9,43.3
"Swanson, Dansby",621020,2022,".277",".447",".329","90.2","15.7",46.3,30.7,49.4
"Correa, Carlos",621043,2022,".291",".467",".366","89.9","11.6",44.7,22,44.4
"Ward, Taylor",621493,2022,".281",".473",".360","90","15.8",42.9,22.3,41.4
"Wisdom, Patrick",621550,2022,".207",".426",".298","90.7","21",46.3,36.5,48.1
"Olson, Matt",621566,2022,".240",".477",".325","92.9","16.1",50.9,28.9,49.5
"Mateo, Jorge",622761,2022,".221",".379",".267","86.8","14.8",32.7,31.1,53.9
"Santander, Anthony",623993,2022,".240",".455",".318","90.1","21.4",43.3,21.5,47.7
"Alonso, Pete",624413,2022,".271",".518",".352","89.8","18.2",44.8,24.2,49.9
"Frazier, Adam",624428,2022,".238",".311",".301","85.1","13.6",24.5,14.4,48.7
"Cronenworth, Jake",630105,2022,".239",".390",".332","87.6","18.2",34.1,18,41.8
"Bellinger, Cody",641355,2022,".210",".389",".265","89.4","20.3",38.1,27.2,49.9
"Crawford, J.P.",641487,2022,".243",".336",".339","85.1","8.9",29.7,14.3,41.3
"Mancini III, Trey",641820,2022,".239",".391",".319","89.5","12.7",40.4,27.4,48.1
"McMahon, Ryan",641857,2022,".246",".414",".327","91.7","10.8",46.5,28.2,45.2
"Tellez, Rowdy",642133,2022,".219",".461",".306","91.1","15.3",46,23.8,43.5
"Rosario, Amed",642708,2022,".283",".403",".312","88.4","5",38.3,21,53.1
"Adames, Willy",642715,2022,".238",".458",".298","88.9","18.9",43.6,28.2,49.6
"Estrada, Thairo",642731,2022,".260",".400",".322","86.2","8.1",31.1,20.3,49.2
"Benintendi, Andrew",643217,2022,".304",".399",".373","89.2","12.6",38.7,20.7,48.2
"Kemp, Tony",643393,2022,".235",".334",".307","84.4","15",14.9,13.4,48.9
"Kiner-Falefa, Isiah",643396,2022,".261",".327",".314","86.2","4.3",30.1,11.3,44.7
"McNeil, Jeff",643446,2022,".326",".454",".382","86.9","12.8",30.2,15.9,53.8
"Devers, Rafael",646240,2022,".295",".521",".358","93.1","11.3",50.9,28.2,54.6
"Arraez, Luis",650333,2022,".316",".420",".375","88.9","12.9",30.2,7.1,42.9
"Torres, Gleyber",650402,2022,".257",".451",".310","90.4","17.5",45.3,27.2,49.6
"Díaz, Yandy",650490,2022,".296",".423",".401","92.2","7.7",49,14.3,41.3
"Rengifo, Luis",650859,2022,".264",".429",".294","86.9","9.9",33.6,21.5,55.7
"Chapman, Matt",656305,2022,".229",".433",".324","92.2","19",51.2,28.7,41.7
"Hoskins, Rhys",656555,2022,".246",".462",".332","90.1","18.1",44.3,25.7,41.9
"Mullins II, Cedric",656775,2022,".258",".403",".318","88.8","17.4",37.3,22.2,51.3
"Schwarber, Kyle",656941,2022,".218",".504",".323","93.3","19.2",54.4,29.4,40.6
"Thomas, Lane",657041,2022,".241",".404",".301","86.4","12.5",34.5,21.1,44.1
"Verdugo, Alex",657077,2022,".280",".405",".328","89.1","8.4",38.2,15.5,45.3
"Ohtani, Shohei",660271,2022,".273",".519",".356","92.9","12.1",49.8,28.1,49.3
"Acuña Jr., Ronald",660670,2022,".266",".413",".351","91.2","10.8",49.7,24.9,47.9
"Varsho, Daulton",662139,2022,".235",".443",".302","87.7","14.9",35.6,25.3,50.6
"Hoerner, Nico",663538,2022,".281",".410",".327","87.2","10.6",33.5,14.2,49.2
"Riley, Austin",663586,2022,".273",".528",".349","92.5","12.9",50.8,27.6,51.5
"Mountcastle, Ryan",663624,2022,".250",".423",".305","91.3","15.9",46.3,29.8,56.2
"Hayes, Ke'Bryan",663647,2022,".244",".345",".314","91","5.2",46.8,20.7,43.3
"Tucker, Kyle",663656,2022,".257",".478",".330","90","19",42.4,20,52.7
"Grisham, Trent",663757,2022,".184",".341",".284","88.3","15.1",35.5,26.2,38.7
"Rodgers, Brendan",663898,2022,".266",".408",".325","90","4.6",45.9,22.7,49.4
"Lowe, Nathaniel",663993,2022,".302",".492",".358","90.2","8.2",44.8,24.9,52.2
"Happ, Ian",664023,2022,".271",".440",".342","89.7","10.9",40.4,27.2,49
"France, Ty",664034,2022,".274",".436",".338","87.6","10",36.8,19.3,52.5
"Straw, Myles",664702,2022,".221",".273",".291","87","9.8",26.5,12.6,40.5
"Bohm, Alec",664761,2022,".280",".398",".315","90.2","10.4",43,21.1,51.2
"Brown, Seth",664913,2022,".230",".444",".305","89.2","15.8",41.4,29.6,48.3
"Peña, Jeremy",665161,2022,".253",".426",".289","88.1","8.7",36.7,29.7,55.2
"Guerrero Jr., Vladimir",665489,2022,".274",".480",".339","92.8","4.3",50.4,24.4,49.7
"Soto, Juan",665742,2022,".242",".452",".401","91","9.1",47.4,19.4,35.5
"Giménez, Andrés",665926,2022,".297",".466",".371","87.8","11.7",37.8,26.4,53.7
"Bichette, Bo",666182,2022,".290",".469",".333","91.9","8.5",50.3,23,55.9
"García, Adolis",666969,2022,".250",".456",".300","92.1","13.2",47.4,33.5,53.5
"Arozarena, Randy",668227,2022,".263",".445",".327","89.9","8.8",41,28.7,46.1
"Reynolds, Bryan",668804,2022,".262",".461",".345","90.2","12",42.9,27.8,50.4
"Rojas, Josh",668942,2022,".269",".391",".349","88.8","11.9",36.1,22.3,41
"Melendez Jr., MJ",669004,2022,".217",".393",".313","90.7","15.1",43.5,27.8,44.6
"Murphy, Sean",669221,2022,".250",".426",".332","88.7","11.5",41.4,24,49.3
"Edman, Tommy",669242,2022,".265",".400",".324","88.6","8.7",37.8,20.6,47
"Smith, Will",669257,2022,".260",".465",".343","89.9","18.4",43,19.3,42.6
"Hays, Austin",669720,2022,".250",".413",".306","87.7","11.3",37.7,23.5,51
"Alvarez, Yordan",670541,2022,".306",".613",".406","95.2","12.3",59.8,23.5,42.7
"Kirk, Alejandro",672386,2022,".285",".415",".372","90.5","8.1",45.4,15.4,41
"Kim, Ha-Seong",673490,2022,".251",".383",".325","86.7","16.1",32.4,19.1,43.3
"Rodríguez, Julio",677594,2022,".284",".509",".345","92","10.1",50.7,30.4,50.2
"Witt Jr., Bobby",677951,2022,".254",".428",".294","89.7","16.8",38.6,25.2,51.8
"Kwan, Steven",680757,2022,".298",".400",".373","85.1","11.8",20.8,9,38.1
"Vaughn, Andrew",683734,2022,".271",".429",".321","90.8","7.5",48.6,21,47
"Turner, Justin",457759,2023,".276",".455",".345","89.5","16.5",39,17.5,45
"Santana, Carlos",467793,2023,".240",".429",".318","88.8","12.8",36.4,22.1,45.3
"Goldschmidt, Paul",502671,2023,".268",".447",".363","91.3","12.8",50.8,27.5,44
"Freeman, Freddie",518692,2023,".331",".567",".410","90","15.2",42.2,20.4,51
"LeMahieu, DJ",518934,2023,".243",".390",".327","89.6","3.8",43,19.7,39.2
"Perez, Salvador",521692,2023,".255",".422",".292","90.1","15.6",44,30.2,60.2
"Ozuna, Marcell",542303,2023,".274",".558",".346","91.8","15.6",49,26.7,48.4
"Semien, Marcus",543760,2023,".276",".478",".348","88.4","19.1",37,18,47.1
"Springer III, George",543807,2023,".258",".405",".327","88.3","12",39.9,22.3,49.3
"Harper, Bryce",547180,2023,".293",".499",".401","91.8","9.1",46.8,33.5,51.4
"Abreu, José",547989,2023,".237",".383",".296","89","10.8",41.6,26.4,50.1
"Díaz, Elias",553869,2023,".267",".409",".316","88.1","12.7",38.4,28.4,54.8
"Suárez, Eugenio",553993,2023,".232",".391",".323","90.3","18.9",43,32.8,44.5
"Arenado, Nolan",571448,2023,".266",".459",".315","88.8","16.9",38.1,20.2,48.5
"Hernández, Enrique",571771,2023,".237",".357",".289","87.8","17",33.7,23.6,46.7
"Muncy, Max",571970,2023,".212",".475",".333","91.2","21.7",46.6,29.6,39.3
"Walker, Christian",572233,2023,".258",".497",".333","88","15.8",40.4,26.4,48.6
"Canha, Mark",592192,2023,".262",".400",".355","87.9","13.1",36.7,18.3,41.6
"Castellanos, Nick",592206,2023,".272",".476",".311","88.9","14.4",43.2,35.4,56.2
"Drury, Brandon",592273,2023,".262",".497",".306","89.9","11.8",46.3,30.2,51.6
"Machado, Manny",592518,2023,".258",".462",".319","91","15",45.9,23.9,49.3
"Realmuto, J.T.",592663,2023,".252",".452",".310","89.8","16.7",43.3,26.2,50.5
"Renfroe, Hunter",592669,2023,".233",".416",".297","88.3","15",39.1,26.4,50.8
"Rosario, Eddie",592696,2023,".255",".450",".305","88.6","14.5",35.4,29.8,57.4
"Yelich, Christian",592885,2023,".278",".447",".370","91.7","3.5",50.1,26.8,45
"Merrifield, Whit",593160,2023,".272",".382",".318","85.1","14.4",24.3,19.5,51.1
"Bogaerts, Xander",593428,2023,".285",".440",".350","87.6","7.9",34.6,20.4,42.6
"Profar, Jurickson",595777,2023,".242",".368",".321","86.5","14.8",31.8,20,47.2
